0,0,1.5707963267949,-200,-300
0.0200050012503126,3.00075018754634e-05,1.5707963267949,-199.99999939985,-300
0.0400100025006252,0.120060015003751,1.5707963267949,-199.9975975994,-300
0.0600150037509377,0.240090022505626,1.5707963267949,-199.99279459865,-300
0.0800200050012503,0.360120030007502,1.5707963267949,-199.985590397599,-300
0.100025006251563,0.480150037509377,1.5707963267949,-199.975984996249,-300
0.120030007501875,0.600180045011253,1.5707963267949,-199.963978394599,-300
0.140035008752188,0.720210052513128,1.5707963267949,-199.949570592648,-300
0.160040010002501,0.840240060015004,1.5707963267949,-199.932761590398,-300
0.180045011252813,0.960270067516879,1.5707963267949,-199.913551387847,-300
0.200050012503126,1.08030007501876,1.5707963267949,-199.891939984996,-300
0.220055013753438,1.20033008252063,1.5707963267949,-199.867927381846,-300
0.240060015003751,1.32036009002251,1.5707963267949,-199.841513578395,-300
0.260065016254064,1.44039009752438,1.5707963267949,-199.812698574644,-300
0.280070017504376,1.56042010502626,1.5707963267949,-199.781482370593,-300
0.300075018754689,1.68045011252813,1.5707963267949,-199.747864966242,-300
0.320080020005001,1.80048012003001,1.5707963267949,-199.711846361591,-300
0.340085021255314,1.92051012753188,1.5707963267949,-199.673426556639,-300
0.360090022505626,2.04054013503376,1.5707963267949,-199.632605551388,-300
0.380095023755939,2.16057014253563,1.5707963267949,-199.589383345837,-300
0.400100025006252,2.28060015003751,1.5707963267949,-199.543759939985,-300
0.420105026256564,2.40063015753938,1.5707963267949,-199.495735333834,-300
0.440110027506877,2.52066016504126,1.5707963267949,-199.445309527382,-300
0.460115028757189,2.64069017254313,1.5707963267949,-199.39248252063,-300
0.480120030007502,2.76072018004501,1.5707963267949,-199.337254313578,-300
0.500125031257814,2.88075018754688,1.5707963267949,-199.279624906227,-300
0.520130032508127,3.00078019504876,1.5707963267949,-199.219594298575,-300
0.54013503375844,3.12081020255063,1.5707963267949,-199.157162490623,-300
0.560140035008752,3.24070017504375,1.5707963267949,-199.092332283071,-300
0.580145036259065,3.34072518129532,1.5707963267949,-199.025501075269,-300
0.600150037509377,3.44075018754688,1.5707963267949,-198.956668867217,-300
0.62015503875969,3.54077519379844,1.5707963267949,-198.885835658915,-300
0.640160040010002,3.64080020005,1.5707963267949,-198.813001450363,-300
0.660165041260315,3.74082520630157,1.5707963267949,-198.738166241561,-300
0.680170042510628,3.84085021255313,1.5707963267949,-198.661330032508,-300
0.70017504376094,3.94087521880469,1.5707963267949,-198.582492823206,-300
0.720180045011253,4.04090022505626,1.5707963267949,-198.501654613654,-300
0.740185046261565,4.14092523130782,1.5707963267949,-198.418815403851,-300
0.760190047511878,4.24095023755938,1.5707963267949,-198.333975193799,-300
0.780195048762191,4.34097524381095,1.5707963267949,-198.247133983496,-300
0.800200050012503,4.44100025006251,1.5707963267949,-198.158291772943,-300
0.820205051262816,4.54102525631408,1.5707963267949,-198.067448562141,-300
0.840210052513128,4.64105026256564,1.5707963267949,-197.974604351088,-300
0.860215053763441,4.74107526881721,1.5707963267949,-197.879759139785,-300
0.880220055013753,4.84110027506877,1.5707963267949,-197.782912928232,-300
0.900225056264066,4.94112528132033,1.5707963267949,-197.684065716429,-300
0.920230057514379,5.0411502875719,1.5707963267949,-197.583217504376,-300
0.940235058764691,5.14117529382346,1.5707963267949,-197.480368292073,-300
0.960240060015004,5.24120030007503,1.5707963267949,-197.37551807952,-300
0.980245061265316,5.34122530632659,1.5707963267949,-197.268666866717,-300
1.00025006251563,5.44125031257816,1.5707963267949,-197.159814653664,-300
1.02025506376594,5.54116309077271,1.5707963267949,-197.048963684921,-300
1.04026006501625,5.63235988997251,1.5707963267949,-196.936288324081,-300
1.06026506626657,5.72155802150539,1.5707963267949,-196.821828554499,-300
1.08027006751688,5.80893178094525,1.5707963267949,-196.705620872738,-300
1.10027506876719,5.89452114988748,1.5707963267949,-196.587700975532,-300
1.1202800700175,5.97836262449613,1.5707963267949,-196.468103829506,-300
1.14028507126782,6.06049190113849,1.5707963267949,-196.346863687182,-300
1.16029007251813,6.1409031459689,1.5707963267949,-196.224014917581,-300
1.18029507376844,6.21692215072009,1.5707963267949,-196.099645387791,-300
1.20030007501875,6.2929364140248,1.5707963267949,-195.97375519264,-300
1.22030507626907,6.36861613654743,1.5707963267949,-195.846351024523,-300
1.24031007751938,6.4427751968699,1.5707963267949,-195.717463304287,-300
1.26031507876969,6.51542029943119,1.5707963267949,-195.587122318658,-300
1.28032008002,6.58658186501397,1.5707963267949,-195.455357745793,-300
1.30032508127032,6.65629018003967,1.5707963267949,-195.32219865797,-300
1.32033008252063,6.72457492236332,1.5707963267949,-195.187673533762,-300
1.34033508377094,6.79146516396616,1.5707963267949,-195.051810270157,-300
1.36034008502126,6.85698938313005,1.5707963267949,-194.914636194433,-300
1.38034508627157,6.92117547655782,1.5707963267949,-194.776178075797,-300
